Source,Target
Boman P,Byström B
Boman P,Zhou Q
Boman P,Danielson P
Byström B,Zhou Q
Byström B,Danielson P
Özel RE,Hayat A
Özel RE,Andreescu S
Li D,Mabrouk OS
Li D,Liu T
Li D,Tian F
Li D,Xu G
Li D,Rengifo S
Li D,Choi SJ
Li D,Mathur A
Li D,Crooks CP
Li D,Kennedy RT
Li D,Wang MM
Li D,Ghanbari H
Li D,Borjigin J
Mabrouk OS,Liu T
Mabrouk OS,Tian F
Mabrouk OS,Xu G
Mabrouk OS,Rengifo S
Mabrouk OS,Choi SJ
Mabrouk OS,Mathur A
Mabrouk OS,Crooks CP
Mabrouk OS,Kennedy RT
Mabrouk OS,Wang MM
Mabrouk OS,Ghanbari H
Mabrouk OS,Borjigin J
Liu T,Tian F
Liu T,Xu G
Liu T,Rengifo S
Liu T,Choi SJ
Liu T,Mathur A
Liu T,Crooks CP
Liu T,Kennedy RT
Liu T,Wang MM
Liu T,Ghanbari H
Liu T,Borjigin J
Tian F,Xu G
Tian F,Rengifo S
Tian F,Choi SJ
Tian F,Mathur A
Tian F,Crooks CP
Tian F,Kennedy RT
Tian F,Wang MM
Tian F,Ghanbari H
Tian F,Borjigin J
Xu G,Rengifo S
Xu G,Choi SJ
Xu G,Mathur A
Xu G,Crooks CP
Xu G,Kennedy RT
Xu G,Wang MM
Xu G,Ghanbari H
Xu G,Borjigin J
Rengifo S,Choi SJ
Rengifo S,Mathur A
Rengifo S,Crooks CP
Rengifo S,Kennedy RT
Rengifo S,Wang MM
Rengifo S,Ghanbari H
Rengifo S,Borjigin J
Choi SJ,Mathur A
Choi SJ,Crooks CP
Choi SJ,Kennedy RT
Choi SJ,Wang MM
Choi SJ,Ghanbari H
Choi SJ,Borjigin J
Mathur A,Crooks CP
Mathur A,Kennedy RT
Mathur A,Wang MM
Mathur A,Ghanbari H
Mathur A,Borjigin J
Crooks CP,Kennedy RT
Crooks CP,Wang MM
Crooks CP,Ghanbari H
Crooks CP,Borjigin J
Kennedy RT,Wang MM
Kennedy RT,Ghanbari H
Kennedy RT,Borjigin J
Wang MM,Ghanbari H
Wang MM,Borjigin J
Lin HJ,Lu HH
Lin HJ,Liu KM
Lin HJ,Chau CM
Lin HJ,Hsieh YZ
Lin HJ,Li YK
Lin HJ,Liau I
Lu HH,Liu KM
Lu HH,Chau CM
Lu HH,Hsieh YZ
Lu HH,Li YK
Lu HH,Liau I
Liu KM,Chau CM
Liu KM,Hsieh YZ
Liu KM,Li YK
Liu KM,Liau I
Chau CM,Hsieh YZ
Chau CM,Li YK
Chau CM,Liau I
Hsieh YZ,Li YK
Hsieh YZ,Liau I
Oukhatar F,Même S
Oukhatar F,Même W
Oukhatar F,Szeremeta F
Oukhatar F,Logothetis NK
Oukhatar F,Angelovski G
Oukhatar F,Tóth É
Même S,Même W
Même S,Szeremeta F
Même S,Logothetis NK
Même S,Angelovski G
Même S,Tóth É
Même W,Szeremeta F
Même W,Logothetis NK
Même W,Angelovski G
Même W,Tóth É
Szeremeta F,Logothetis NK
Szeremeta F,Angelovski G
Szeremeta F,Tóth É
Logothetis NK,Angelovski G
Logothetis NK,Tóth É
Tang L,Du D
Tang L,Yang F
Tang L,Liang Z
Tang L,Ning Y
Tang L,Wang H
Tang L,Zhang GJ
Du D,Yang F
Du D,Liang Z
Du D,Ning Y
Du D,Wang H
Du D,Zhang GJ
Yang F,Liang Z
Yang F,Ning Y
Yang F,Wang H
Yang F,Zhang GJ
Liang Z,Ning Y
Liang Z,Wang H
Liang Z,Zhang GJ
Ning Y,Wang H
Ning Y,Zhang GJ
de Munck E,Muñoz-Sáez E
de Munck E,Miguel BG
de Munck E,Solas MT
de Munck E,Martínez A
de Munck E,Arahuetes RM
Muñoz-Sáez E,Miguel BG
Muñoz-Sáez E,Solas MT
Muñoz-Sáez E,Martínez A
Muñoz-Sáez E,Arahuetes RM
Miguel BG,Solas MT
Miguel BG,Martínez A
Miguel BG,Arahuetes RM
Solas MT,Martínez A
Solas MT,Arahuetes RM
Zhai XJ,Chen F
Zhai XJ,Zhu CR
Zhai XJ,Lu YN
Chen F,Zhu CR
Chen F,Lu YN
Faryadian S,Khosravi A
Jastrzębska J,Frankowska M
Jastrzębska J,Szumiec Ł
Jastrzębska J,Sadakierska-Chudy A
Jastrzębska J,Haduch A
Jastrzębska J,Smaga I
Jastrzębska J,Bystrowska B
Jastrzębska J,Daniel WA
Jastrzębska J,Filip M
Frankowska M,Szumiec Ł
Frankowska M,Sadakierska-Chudy A
Frankowska M,Haduch A
Frankowska M,Smaga I
Frankowska M,Bystrowska B
Frankowska M,Daniel WA
Frankowska M,Filip M
Szumiec Ł,Sadakierska-Chudy A
Szumiec Ł,Haduch A
Szumiec Ł,Smaga I
Szumiec Ł,Bystrowska B
Szumiec Ł,Daniel WA
Szumiec Ł,Filip M
Sadakierska-Chudy A,Haduch A
Sadakierska-Chudy A,Smaga I
Sadakierska-Chudy A,Bystrowska B
Sadakierska-Chudy A,Daniel WA
Sadakierska-Chudy A,Filip M
Haduch A,Smaga I
Haduch A,Bystrowska B
Haduch A,Daniel WA
Haduch A,Filip M
Smaga I,Bystrowska B
Smaga I,Daniel WA
Smaga I,Filip M
Bystrowska B,Daniel WA
Bystrowska B,Filip M
Megha K,Deshmukh PS
Megha K,Ravi AK
Megha K,Tripathi AK
Megha K,Abegaonkar MP
Megha K,Banerjee BD
Deshmukh PS,Ravi AK
Deshmukh PS,Tripathi AK
Deshmukh PS,Abegaonkar MP
Deshmukh PS,Banerjee BD
Ravi AK,Tripathi AK
Ravi AK,Abegaonkar MP
Ravi AK,Banerjee BD
Tripathi AK,Abegaonkar MP
Tripathi AK,Banerjee BD
Jiang Y,Lian Y
Jiang Y,Tao N
Jiang Y,Ge H
Jiang Y,Liu J
Lian Y,Tao N
Lian Y,Ge H
Lian Y,Liu J
Tao N,Ge H
Tao N,Liu J
Hillyer JF,Estévez-Lao TY
Hillyer JF,Mirzai HE
Camargo JA,Bertolucci PH
Fischer AF,Matera KM
Chung YH,Lee YJ
Chung YH,Lee HS
Chung YH,Chung SJ
Chung YH,Lim CH
Chung YH,Oh KW
Chung YH,Sohn UD
Chung YH,Park ES
Chung YH,Jeong JH
Lee YJ,Lee HS
Lee YJ,Chung SJ
Lee YJ,Lim CH
Lee YJ,Oh KW
Lee YJ,Sohn UD
Lee YJ,Park ES
Lee YJ,Jeong JH
Lee HS,Chung SJ
Lee HS,Lim CH
Lee HS,Oh KW
Lee HS,Sohn UD
Lee HS,Park ES
Lee HS,Jeong JH
Chung SJ,Lim CH
Chung SJ,Oh KW
Chung SJ,Sohn UD
Chung SJ,Park ES
Chung SJ,Jeong JH
Lim CH,Oh KW
Lim CH,Sohn UD
Lim CH,Park ES
Lim CH,Jeong JH
Oh KW,Sohn UD
Oh KW,Park ES
Oh KW,Jeong JH
Sohn UD,Park ES
Sohn UD,Jeong JH
Podvin S,Bundey R
Podvin S,Toneff T
Podvin S,Ziegler M
Podvin S,Hook V
Bundey R,Toneff T
Bundey R,Ziegler M
Bundey R,Hook V
Toneff T,Ziegler M
Toneff T,Hook V
Tufi S,Lamoree M
Tufi S,de Boer J
Tufi S,Leonards P
Lamoree M,de Boer J
Lamoree M,Leonards P
Krishnakumar D,Hamblin MR
Krishnakumar D,Lakshmanan S
Banerjee J,Papu John AM
Banerjee J,Schuller HM
Domingues DS,Crevelin EJ
Domingues DS,de Moraes LA
Domingues DS,Cecilio Hallak JE
Domingues DS,de Souza Crippa JA
Domingues DS,Costa Queiroz ME
Crevelin EJ,de Moraes LA
Crevelin EJ,Cecilio Hallak JE
Crevelin EJ,de Souza Crippa JA
Crevelin EJ,Costa Queiroz ME
de Moraes LA,Cecilio Hallak JE
de Moraes LA,de Souza Crippa JA
de Moraes LA,Costa Queiroz ME
Cecilio Hallak JE,de Souza Crippa JA
Cecilio Hallak JE,Costa Queiroz ME
Taherpour AA,Rizehbandi M
Taherpour AA,Jahanian F
Taherpour AA,Naghibi E
Taherpour AA,Mahdizadeh NA
Rizehbandi M,Jahanian F
Rizehbandi M,Naghibi E
Rizehbandi M,Mahdizadeh NA
Jahanian F,Naghibi E
Jahanian F,Mahdizadeh NA
Sariego-Jamardo A,García-Cazorla A
Sariego-Jamardo A,Artuch R
Sariego-Jamardo A,Castejón E
Sariego-Jamardo A,García-Arenas D
Sariego-Jamardo A,Molero-Luis M
Sariego-Jamardo A,Ormazábal A
Sariego-Jamardo A,Sanmartí FX
García-Cazorla A,Artuch R
García-Cazorla A,Castejón E
García-Cazorla A,García-Arenas D
García-Cazorla A,Molero-Luis M
García-Cazorla A,Ormazábal A
García-Cazorla A,Sanmartí FX
Artuch R,Castejón E
Artuch R,García-Arenas D
Artuch R,Molero-Luis M
Artuch R,Ormazábal A
Artuch R,Sanmartí FX
Castejón E,García-Arenas D
Castejón E,Molero-Luis M
Castejón E,Ormazábal A
Castejón E,Sanmartí FX
García-Arenas D,Molero-Luis M
García-Arenas D,Ormazábal A
García-Arenas D,Sanmartí FX
Molero-Luis M,Ormazábal A
Molero-Luis M,Sanmartí FX
Xie MZ,Luo P
Xie MZ,Ma B
Xie MZ,Li L
Xie MZ,Wang DH
Xie MZ,Qi QH
Luo P,Ma B
Luo P,Li L
Luo P,Wang DH
Luo P,Qi QH
Ma B,Li L
Ma B,Wang DH
Ma B,Qi QH
Li L,Wang DH
Li L,Qi QH
Şanlı N,Tague SE
Şanlı N,Lunte C
Ghisleni C,Bollmann S
Ghisleni C,Poil SS
Ghisleni C,Brandeis D
Ghisleni C,Martin E
Ghisleni C,Michels L
Ghisleni C,O'Gorman RL
Ghisleni C,Klaver P
Bollmann S,Poil SS
Bollmann S,Brandeis D
Bollmann S,Martin E
Bollmann S,Michels L
Bollmann S,O'Gorman RL
Bollmann S,Klaver P
Poil SS,Brandeis D
Poil SS,Martin E
Poil SS,Michels L
Poil SS,O'Gorman RL
Poil SS,Klaver P
Brandeis D,Martin E
Brandeis D,Michels L
Brandeis D,O'Gorman RL
Brandeis D,Klaver P
Martin E,Michels L
Martin E,O'Gorman RL
Martin E,Klaver P
Michels L,O'Gorman RL
Michels L,Klaver P
Li X,Majdi S
Li X,Dunevall J
Li X,Fathali H
Li X,Ewing AG
Majdi S,Dunevall J
Majdi S,Fathali H
Majdi S,Ewing AG
Dunevall J,Fathali H
Dunevall J,Ewing AG
Forati E,Sabouni A
Forati E,Ray S
Forati E,Head B
Forati E,Schoen C
Forati E,Sievenpiper D
Sabouni A,Ray S
Sabouni A,Head B
Sabouni A,Schoen C
Sabouni A,Sievenpiper D
Ray S,Head B
Ray S,Schoen C
Ray S,Sievenpiper D
Head B,Schoen C
Head B,Sievenpiper D
Fabian-Fine R,Meisner S
Fabian-Fine R,Torkkeli PH
Fabian-Fine R,Meinertzhagen IA
Meisner S,Torkkeli PH
Meisner S,Meinertzhagen IA
Xu J,Xu H
Xu J,Liu Y
Xu J,He H
Xu J,Li G
Xu H,Liu Y
Xu H,He H
Xu H,Li G
Liu Y,He H
Liu Y,Li G
Khalil SR,Hussein MM
Santos-Fandila A,Vázquez E
Santos-Fandila A,Barranco A
Santos-Fandila A,Zafra-Gómez A
Santos-Fandila A,Navalón A
Santos-Fandila A,Rueda R
Santos-Fandila A,Ramírez M
Vázquez E,Barranco A
Vázquez E,Zafra-Gómez A
Vázquez E,Navalón A
Vázquez E,Rueda R
Vázquez E,Ramírez M
Barranco A,Zafra-Gómez A
Barranco A,Navalón A
Barranco A,Rueda R
Barranco A,Ramírez M
Zafra-Gómez A,Navalón A
Zafra-Gómez A,Rueda R
Zafra-Gómez A,Ramírez M
Navalón A,Rueda R
Navalón A,Ramírez M
Zhao L,Zheng S
Zhao L,Su G
Zhao L,Lu X
Zhao L,Yang J
Zhao L,Xiong Z
Zhao L,Wu C
Zheng S,Su G
Zheng S,Lu X
Zheng S,Yang J
Zheng S,Xiong Z
Zheng S,Wu C
Su G,Lu X
Su G,Yang J
Su G,Xiong Z
Su G,Wu C
Lu X,Yang J
Lu X,Xiong Z
Lu X,Wu C
Yang J,Xiong Z
Yang J,Wu C
Palus M,Formanová P
Palus M,Salát J
Palus M,Žampachová E
Palus M,Elsterová J
Palus M,Růžek D
Formanová P,Salát J
Formanová P,Žampachová E
Formanová P,Elsterová J
Formanová P,Růžek D
Salát J,Žampachová E
Salát J,Elsterová J
Salát J,Růžek D
Žampachová E,Elsterová J
Žampachová E,Růžek D
Li H,Wu C
Li H,Aramayo R
Li H,Sachs MS
Li H,Harlow ML
Wu C,Aramayo R
Wu C,Sachs MS
Wu C,Harlow ML
Aramayo R,Sachs MS
Aramayo R,Harlow ML
Badawy EA,Rasheed WI
Badawy EA,Elias TR
Badawy EA,Hussein J
Badawy EA,Harvi M
Badawy EA,Morsy S
Badawy EA,Mahmoud Yel-L
Rasheed WI,Elias TR
Rasheed WI,Hussein J
Rasheed WI,Harvi M
Rasheed WI,Morsy S
Rasheed WI,Mahmoud Yel-L
Elias TR,Hussein J
Elias TR,Harvi M
Elias TR,Morsy S
Elias TR,Mahmoud Yel-L
Hussein J,Harvi M
Hussein J,Morsy S
Hussein J,Mahmoud Yel-L
Harvi M,Morsy S
Harvi M,Mahmoud Yel-L
Kondo F,Tachi M
Kondo F,Gosho M
Kondo F,Fukayama M
Kondo F,Yoshikawa K
Kondo F,Okada S
Tachi M,Gosho M
Tachi M,Fukayama M
Tachi M,Yoshikawa K
Tachi M,Okada S
Gosho M,Fukayama M
Gosho M,Yoshikawa K
Gosho M,Okada S
Fukayama M,Yoshikawa K
Fukayama M,Okada S
Ullah I,Subhan F
Ullah I,Ayaz M
Ullah I,Shah R
Ullah I,Ali G
Ullah I,Haq IU
Ullah I,Ullah S
Subhan F,Ayaz M
Subhan F,Shah R
Subhan F,Ali G
Subhan F,Haq IU
Subhan F,Ullah S
Ayaz M,Shah R
Ayaz M,Ali G
Ayaz M,Haq IU
Ayaz M,Ullah S
Shah R,Ali G
Shah R,Haq IU
Shah R,Ullah S
Ali G,Haq IU
Ali G,Ullah S
Wang H,Peng R
Wang H,Zhao L
Wang H,Wang S
Wang H,Gao Y
Wang H,Wang L
Wang H,Zuo H
Wang H,Dong J
Wang H,Xu X
Wang H,Zhou H
Wang H,Su Z
Peng R,Zhao L
Peng R,Wang S
Peng R,Gao Y
Peng R,Wang L
Peng R,Zuo H
Peng R,Dong J
Peng R,Xu X
Peng R,Zhou H
Peng R,Su Z
Zhao L,Wang S
Zhao L,Gao Y
Zhao L,Wang L
Zhao L,Zuo H
Zhao L,Dong J
Zhao L,Xu X
Zhao L,Zhou H
Zhao L,Su Z
Wang S,Gao Y
Wang S,Wang L
Wang S,Zuo H
Wang S,Dong J
Wang S,Xu X
Wang S,Zhou H
Wang S,Su Z
Gao Y,Wang L
Gao Y,Zuo H
Gao Y,Dong J
Gao Y,Xu X
Gao Y,Zhou H
Gao Y,Su Z
Wang L,Zuo H
Wang L,Dong J
Wang L,Xu X
Wang L,Zhou H
Wang L,Su Z
Zuo H,Dong J
Zuo H,Xu X
Zuo H,Zhou H
Zuo H,Su Z
Dong J,Xu X
Dong J,Zhou H
Dong J,Su Z
Xu X,Zhou H
Xu X,Su Z
Hu Y,Liu X
Hu Y,Qiao D
Shen M,Colombo ML
Xue J,Li H
Xue J,Deng X
Xue J,Ma Z
Xue J,Fu Q
Xue J,Ma S
Li H,Deng X
Li H,Ma Z
Li H,Fu Q
Li H,Ma S
Deng X,Ma Z
Deng X,Fu Q
Deng X,Ma S
Ma Z,Fu Q
Ma Z,Ma S
Al-Khazraji BK,Saleem A
Al-Khazraji BK,Goldman D
Al-Khazraji BK,Jackson DN
Saleem A,Goldman D
Saleem A,Jackson DN
Zhang M,Qin DN
Zhang M,Suo YP
Zhang M,Su Q
Zhang M,Li HB
Zhang M,Miao YW
Zhang M,Guo J
Zhang M,Feng ZP
Zhang M,Qi J
Zhang M,Gao HL
Zhang M,Mu JJ
Zhang M,Zhu GQ
Zhang M,Kang YM
Qin DN,Suo YP
Qin DN,Su Q
Qin DN,Li HB
Qin DN,Miao YW
Qin DN,Guo J
Qin DN,Feng ZP
Qin DN,Qi J
Qin DN,Gao HL
Qin DN,Mu JJ
Qin DN,Zhu GQ
Qin DN,Kang YM
Suo YP,Su Q
Suo YP,Li HB
Suo YP,Miao YW
Suo YP,Guo J
Suo YP,Feng ZP
Suo YP,Qi J
Suo YP,Gao HL
Suo YP,Mu JJ
Suo YP,Zhu GQ
Suo YP,Kang YM
Su Q,Li HB
Su Q,Miao YW
Su Q,Guo J
Su Q,Feng ZP
Su Q,Qi J
Su Q,Gao HL
Su Q,Mu JJ
Su Q,Zhu GQ
Su Q,Kang YM
Li HB,Miao YW
Li HB,Guo J
Li HB,Feng ZP
Li HB,Qi J
Li HB,Gao HL
Li HB,Mu JJ
Li HB,Zhu GQ
Li HB,Kang YM
Miao YW,Guo J
Miao YW,Feng ZP
Miao YW,Qi J
Miao YW,Gao HL
Miao YW,Mu JJ
Miao YW,Zhu GQ
Miao YW,Kang YM
Guo J,Feng ZP
Guo J,Qi J
Guo J,Gao HL
Guo J,Mu JJ
Guo J,Zhu GQ
Guo J,Kang YM
Feng ZP,Qi J
Feng ZP,Gao HL
Feng ZP,Mu JJ
Feng ZP,Zhu GQ
Feng ZP,Kang YM
Qi J,Gao HL
Qi J,Mu JJ
Qi J,Zhu GQ
Qi J,Kang YM
Gao HL,Mu JJ
Gao HL,Zhu GQ
Gao HL,Kang YM
Mu JJ,Zhu GQ
Mu JJ,Kang YM
Denno ME,Privman E
Denno ME,Venton BJ
Thomas J,Khanam R
Thomas J,Vohora D
Yuan HP,Li XP
Yuan HP,Yang WR
Yuan HP,Li FK
Yuan HP,Li YQ
Li XP,Yang WR
Li XP,Li FK
Li XP,Li YQ
Yang WR,Li FK
Yang WR,Li YQ
Morioka N,Sugimoto T
Morioka N,Sato K
Morioka N,Okazaki S
Morioka N,Saeki M
Morioka N,Hisaoka-Nakashima K
Morioka N,Nakata Y
Sugimoto T,Sato K
Sugimoto T,Okazaki S
Sugimoto T,Saeki M
Sugimoto T,Hisaoka-Nakashima K
Sugimoto T,Nakata Y
Sato K,Okazaki S
Sato K,Saeki M
Sato K,Hisaoka-Nakashima K
Sato K,Nakata Y
Okazaki S,Saeki M
Okazaki S,Hisaoka-Nakashima K
Okazaki S,Nakata Y
Saeki M,Hisaoka-Nakashima K
Saeki M,Nakata Y
Liu WW,Xu L
Liu WW,Dong XZ
Liu WW,Tan X
Liu WW,Wang S
Liu WW,Zhu WY
Liu WW,Liu P
Xu L,Dong XZ
Xu L,Tan X
Xu L,Wang S
Xu L,Zhu WY
Xu L,Liu P
Dong XZ,Tan X
Dong XZ,Wang S
Dong XZ,Zhu WY
Dong XZ,Liu P
Tan X,Wang S
Tan X,Zhu WY
Tan X,Liu P
Wang S,Zhu WY
Wang S,Liu P
Borisova T,Nazarova A
Borisova T,Dekaliuk M
Borisova T,Krisanova N
Borisova T,Pozdnyakova N
Borisova T,Borysov A
Borisova T,Sivko R
Borisova T,Demchenko AP
Nazarova A,Dekaliuk M
Nazarova A,Krisanova N
Nazarova A,Pozdnyakova N
Nazarova A,Borysov A
Nazarova A,Sivko R
Nazarova A,Demchenko AP
Dekaliuk M,Krisanova N
Dekaliuk M,Pozdnyakova N
Dekaliuk M,Borysov A
Dekaliuk M,Sivko R
Dekaliuk M,Demchenko AP
Krisanova N,Pozdnyakova N
Krisanova N,Borysov A
Krisanova N,Sivko R
Krisanova N,Demchenko AP
Pozdnyakova N,Borysov A
Pozdnyakova N,Sivko R
Pozdnyakova N,Demchenko AP
Borysov A,Sivko R
Borysov A,Demchenko AP
Adhikari BB,Roshandel S
Adhikari BB,Fujii A
Adhikari BB,Schramm MP
Roshandel S,Fujii A
Roshandel S,Schramm MP
Pérez-Legaspi IA,Rico-Martínez R
Pérez-Legaspi IA,Quintanar JL
Lindberg D,Shan D
Lindberg D,Ayers-Ringler J
Lindberg D,Oliveros A
Lindberg D,Benitez J
Lindberg D,Prieto M
Lindberg D,McCullumsmith R
Lindberg D,Choi DS
Shan D,Ayers-Ringler J
Shan D,Oliveros A
Shan D,Benitez J
Shan D,Prieto M
Shan D,McCullumsmith R
Shan D,Choi DS
Ayers-Ringler J,Oliveros A
Ayers-Ringler J,Benitez J
Ayers-Ringler J,Prieto M
Ayers-Ringler J,McCullumsmith R
Ayers-Ringler J,Choi DS
Oliveros A,Benitez J
Oliveros A,Prieto M
Oliveros A,McCullumsmith R
Oliveros A,Choi DS
Benitez J,Prieto M
Benitez J,McCullumsmith R
Benitez J,Choi DS
Prieto M,McCullumsmith R
Prieto M,Choi DS
Piccolini VM,Esposito A
Piccolini VM,Dal Bo V
Piccolini VM,Insolia V
Piccolini VM,Bottone MG
Piccolini VM,De Pascali SA
Piccolini VM,Fanizzi FP
Piccolini VM,Bernocchi G
Esposito A,Dal Bo V
Esposito A,Insolia V
Esposito A,Bottone MG
Esposito A,De Pascali SA
Esposito A,Fanizzi FP
Esposito A,Bernocchi G
Dal Bo V,Insolia V
Dal Bo V,Bottone MG
Dal Bo V,De Pascali SA
Dal Bo V,Fanizzi FP
Dal Bo V,Bernocchi G
Insolia V,Bottone MG
Insolia V,De Pascali SA
Insolia V,Fanizzi FP
Insolia V,Bernocchi G
Bottone MG,De Pascali SA
Bottone MG,Fanizzi FP
Bottone MG,Bernocchi G
De Pascali SA,Fanizzi FP
De Pascali SA,Bernocchi G
Sainio S,Palomäki T
Sainio S,Tujunen N
Sainio S,Protopopova V
Sainio S,Koehne J
Sainio S,Kordas K
Sainio S,Koskinen J
Sainio S,Meyyappan M
Sainio S,Laurila T
Palomäki T,Tujunen N
Palomäki T,Protopopova V
Palomäki T,Koehne J
Palomäki T,Kordas K
Palomäki T,Koskinen J
Palomäki T,Meyyappan M
Palomäki T,Laurila T
Tujunen N,Protopopova V
Tujunen N,Koehne J
Tujunen N,Kordas K
Tujunen N,Koskinen J
Tujunen N,Meyyappan M
Tujunen N,Laurila T
Protopopova V,Koehne J
Protopopova V,Kordas K
Protopopova V,Koskinen J
Protopopova V,Meyyappan M
Protopopova V,Laurila T
Koehne J,Kordas K
Koehne J,Koskinen J
Koehne J,Meyyappan M
Koehne J,Laurila T
Kordas K,Koskinen J
Kordas K,Meyyappan M
Kordas K,Laurila T
Koskinen J,Meyyappan M
Koskinen J,Laurila T
Graziano C,Wischmeijer A
Graziano C,Pippucci T
Graziano C,Fusco C
Graziano C,Diquigiovanni C
Graziano C,Nõukas M
Graziano C,Sauk M
Graziano C,Kurg A
Graziano C,Rivieri F
Graziano C,Blau N
Graziano C,Hoffmann GF
Graziano C,Chaubey A
Graziano C,Schwartz CE
Graziano C,Romeo G
Graziano C,Bonora E
Graziano C,Garavelli L
Graziano C,Seri M
Wischmeijer A,Pippucci T
Wischmeijer A,Fusco C
Wischmeijer A,Diquigiovanni C
Wischmeijer A,Nõukas M
Wischmeijer A,Sauk M
Wischmeijer A,Kurg A
Wischmeijer A,Rivieri F
Wischmeijer A,Blau N
Wischmeijer A,Hoffmann GF
Wischmeijer A,Chaubey A
Wischmeijer A,Schwartz CE
Wischmeijer A,Romeo G
Wischmeijer A,Bonora E
Wischmeijer A,Garavelli L
Wischmeijer A,Seri M
Pippucci T,Fusco C
Pippucci T,Diquigiovanni C
Pippucci T,Nõukas M
Pippucci T,Sauk M
Pippucci T,Kurg A
Pippucci T,Rivieri F
Pippucci T,Blau N
Pippucci T,Hoffmann GF
Pippucci T,Chaubey A
Pippucci T,Schwartz CE
Pippucci T,Romeo G
Pippucci T,Bonora E
Pippucci T,Garavelli L
Pippucci T,Seri M
Fusco C,Diquigiovanni C
Fusco C,Nõukas M
Fusco C,Sauk M
Fusco C,Kurg A
Fusco C,Rivieri F
Fusco C,Blau N
Fusco C,Hoffmann GF
Fusco C,Chaubey A
Fusco C,Schwartz CE
Fusco C,Romeo G
Fusco C,Bonora E
Fusco C,Garavelli L
Fusco C,Seri M
Diquigiovanni C,Nõukas M
Diquigiovanni C,Sauk M
Diquigiovanni C,Kurg A
Diquigiovanni C,Rivieri F
Diquigiovanni C,Blau N
Diquigiovanni C,Hoffmann GF
Diquigiovanni C,Chaubey A
Diquigiovanni C,Schwartz CE
Diquigiovanni C,Romeo G
Diquigiovanni C,Bonora E
Diquigiovanni C,Garavelli L
Diquigiovanni C,Seri M
Nõukas M,Sauk M
Nõukas M,Kurg A
Nõukas M,Rivieri F
Nõukas M,Blau N
Nõukas M,Hoffmann GF
Nõukas M,Chaubey A
Nõukas M,Schwartz CE
Nõukas M,Romeo G
Nõukas M,Bonora E
Nõukas M,Garavelli L
Nõukas M,Seri M
Sauk M,Kurg A
Sauk M,Rivieri F
Sauk M,Blau N
Sauk M,Hoffmann GF
Sauk M,Chaubey A
Sauk M,Schwartz CE
Sauk M,Romeo G
Sauk M,Bonora E
Sauk M,Garavelli L
Sauk M,Seri M
Kurg A,Rivieri F
Kurg A,Blau N
Kurg A,Hoffmann GF
Kurg A,Chaubey A
Kurg A,Schwartz CE
Kurg A,Romeo G
Kurg A,Bonora E
Kurg A,Garavelli L
Kurg A,Seri M
Rivieri F,Blau N
Rivieri F,Hoffmann GF
Rivieri F,Chaubey A
Rivieri F,Schwartz CE
Rivieri F,Romeo G
Rivieri F,Bonora E
Rivieri F,Garavelli L
Rivieri F,Seri M
Blau N,Hoffmann GF
Blau N,Chaubey A
Blau N,Schwartz CE
Blau N,Romeo G
Blau N,Bonora E
Blau N,Garavelli L
Blau N,Seri M
Hoffmann GF,Chaubey A
Hoffmann GF,Schwartz CE
