"Source","Target"
"Wilmore DW"," Aulick LH."
"Plotkin DA"," Jarvik LF."
"Higgins D"," Pappano AJ."
"Strnadová V"," Masek K."
"Ziller C"," Smith J."
"Shimizu T"," Karten HJ."
"Parnas I"," Parnas H."
"Finn JP 3rd"," Edwards RH."
"Negri L"," Ferrara N."
"Polli F"," Gattinoni L."
"Colpaert EE"," Lefebvre RA."
"Kalsbeek A"," Buijs RM."
"Cervero F"," Laird JM."
"Møller S"," Henriksen JH."
"Dube P"," Weber KT."
"Bekkers JM"," Stevens CF."
"Muthal AV"," Chopde CT."
"Mazière B"," Mazière M."
"Sherry DM"," Townes-Anderson E."
"Okada Y"," Hassler R."
"Ariel P"," Ryan TA."
"Post A"," Keck ME."
"Capek R"," Esplin B."
"Hurelbrink CB"," Lewis SJ."
"Spangler SA"," Hoogenraad CC."
"Cameron OG"," Nesse RM."
"Salter MW"," De Koninck Y."
"Hoffer BJ"," Siggins GR."
"Ramakrishnan L"," Hess GP."
"Carter DA"," Lightman SL."
"Melcangi RC"," Panzica G."
"Davis RE"," Stretton AO."
"Linthorst AC"," Reul JM."
"Natoff IL"," Dodge BB."
"Conover JC"," Notti RQ."
"Osborne NN"," Ghazi H."
"Rao MS"," Landis SC."
"Petersen OH"," Ueda N."
"Schrier BK"," Thompson EJ."
